text,category
Terms and Conditions: A late fee of Rs. 750 will be debited to the borrower's loan account for every week the EMI payment remains overdue.,Late Fee
Borrower Undertaking: An origination fee of 3.0% of the total credit limit shall be charged upon issuance of the formal loan sanction letter.,Processing Fee
"Section 5.4: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 500 plus 18.0% p.a. will be levied.",Late Fee
"This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
"Clause 1: Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
"Mandatory Condition: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
General Obligation: The loan agreement must be stamped with appropriate ad-valorem stamp duty as prescribed by the respective State Stamp Act.,Documentation
Special Covenant: Interest charges will accrue from the exact date of loan disbursement at the rate of 8.75% per annum.,Interest Rate
Terms and Conditions: Any partial prepayment made within the lock-in period of 18 months shall attract a prepayment fee of 2.0%.,Prepayment
Clause 21: Late fee calculation begins automatically at 00:01 AM on the day following the missed monthly payment deadline.,Late Fee
Terms and Conditions: A dishonor penalty of Rs. 450 shall be charged for every cheque or NACH debit returned unpaid due to insufficient funds.,Penalty
Clause 27: The loan agreement remains legally binding for a term of 48 months or until all outstanding obligations are cleared.,Loan Tenure
Terms and Conditions: A fixed annual interest rate of 12.00% shall be applicable for the entire tenure of the loan facility without any reset.,Interest Rate
Important Stipulation: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 28.0% compounded monthly.,Late Fee
Clause 29: A foreclosure charge of 3.5% shall be levied on the outstanding principal balance if the loan is closed prematurely.,Foreclosure
Special Covenant: Partial prepayment is permitted up to 15% of the outstanding balance once in a financial year without any prepayment penalty.,Prepayment
"Special Covenant: The applicant must demonstrate a verified minimum net monthly salary of Rs. 50,000 to qualify for this credit facility.",Eligibility
"Clause 33: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 500 plus 18.0% p.a. will be levied.",Late Fee
Mandatory Condition: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
Important Stipulation: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
"Mandatory Condition: Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
"Important Stipulation: In the event of partial prepayment, the borrower may choose to reduce the monthly EMI from Rs. 16,800 or reduce the tenure.",EMI
Special Covenant: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
Terms and Conditions: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
Section 10.1: The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
"General Obligation: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
"Important Stipulation: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
Terms and Conditions: A fixed annual interest rate of 9.50% shall be applicable for the entire tenure of the loan facility without any reset.,Interest Rate
"Mandatory Condition: A minimum threshold of INR 1,00,000 is required for making any advance prepayment against outstanding principal.",Prepayment
Clause 8: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
Important Stipulation: A CIBIL credit report pull fee of Rs. 300 will be deducted from the customer's savings account during annual monitoring.,Hidden Charges
"Mandatory Condition: The Borrower shall pay an upfront loan processing charge of INR 6,000 plus applicable Goods and Services Tax (GST).",Processing Fee
A dishonor penalty of Rs. 750 shall be charged for every cheque or NACH debit returned unpaid due to insufficient funds.,Penalty
"Terms and Conditions: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
Section 14.6: The current applicable rate of interest is 14.25% p.a. comprising the benchmark repo rate of 6.00% plus a credit spread of 4.00%.,Interest Rate
Clause 28: The borrower shall pay foreclosure fees equivalent to 4.0% of the remaining unpaid principal at the date of payoff.,Foreclosure
"Mandatory Condition: The Borrower shall pay an upfront loan processing charge of INR 6,000 plus applicable Goods and Services Tax (GST).",Processing Fee
Section 5.8: The maturity date of the loan facility shall fall exactly 25 years following the initial drawdown timestamp.,Loan Tenure
"Mandatory Condition: A mandatory group loan protection insurance premium of INR 52,000 shall be debited and added to the principal balance.",Insurance
Clause 42: A foreclosure charge of 4.0% shall be levied on the outstanding principal balance if the loan is closed prematurely.,Foreclosure
Section 2.3: The borrower shall pay foreclosure fees equivalent to 3.0% of the remaining unpaid principal at the date of payoff.,Foreclosure
General Obligation: Applicants must possess a minimum of 2 years continuous employment in the current organization or sector to qualify.,Eligibility
"Important Stipulation: Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
Borrower Undertaking: The total tenure of the loan facility is sanctioned for a period of 24 months (2 years) from the disbursement date.,Loan Tenure
Special Covenant: The loan agreement remains legally binding for a term of 300 months or until all outstanding obligations are cleared.,Loan Tenure
"Section 20.7: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
"Clause 2: A document retrieval and duplicate statement issuance fee of Rs. 3,500 plus taxes shall apply to each physical service request.",Hidden Charges
"Terms and Conditions: The Borrower shall remit a monthly installment of Rs. 68,200 covering principal repayment and accrued monthly interest.",EMI
Borrower Undertaking: A pre-closure penalty of 3.0% will be debited to the settlement statement if closed using third-party balance transfer funds.,Foreclosure
Clause 9: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
Borrower Undertaking: A foreclosure charge of 5.0% shall be levied on the outstanding principal balance if the loan is closed prematurely.,Foreclosure
"Clause 32: Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
"Borrower Undertaking: A minimum threshold of INR 25,000 is required for making any advance prepayment against outstanding principal.",Prepayment
General Obligation: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
Mandatory Condition: An origination fee of 3.0% of the total credit limit shall be charged upon issuance of the formal loan sanction letter.,Processing Fee
"Borrower Undertaking: A minimum threshold of INR 10,000 is required for making any advance prepayment against outstanding principal.",Prepayment
Special Covenant: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
General Obligation: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
Terms and Conditions: The Borrower shall obtain and maintain a comprehensive credit life and disability insurance policy covering 100% of the loan value.,Insurance
General Obligation: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
"Borrower Undertaking: The borrower covenants to pay 12 consecutive equated monthly installments of INR 4,500 without default.",EMI
General Obligation: Foreclosure of fixed-rate loans within the initial 12 months shall incur an exit penalty of 3.5% plus applicable statutory taxes.,Foreclosure
Mandatory Condition: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
Clause 3: A reduction in the borrower's credit score below 700 grants the Lender the right to demand additional collateral security.,Credit Score
Important Stipulation: The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
Section 26.9: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
Important Stipulation: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
Foreclosure of fixed-rate loans within the initial 12 months shall incur an exit penalty of 5.0% plus applicable statutory taxes.,Foreclosure
Mandatory Condition: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
Special Covenant: Any request for tenure extension beyond the contracted 84 months shall be subject to fresh credit underwriting.,Loan Tenure
Special Covenant: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
Borrower Undertaking: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
"Special Covenant: The initial EMI amount shall be Rs. 4,500 per month, subject to adjustment if the interest rate benchmark changes.",EMI
Borrower Undertaking: The Borrower shall pay simple interest at 10.25% during the initial moratorium period prior to principal amortization.,Interest Rate
No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
"Section 44.7: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
Special Covenant: A reduction in the borrower's credit score below 750 grants the Lender the right to demand additional collateral security.,Credit Score
Important Stipulation: The maximum tenure permitted under this home finance agreement is 120 months subject to age retirement limits.,Loan Tenure
Mandatory Condition: The Borrower's credit score must be at least 750 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
"Mandatory Condition: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
Mandatory Condition: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
General Obligation: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
The duration of this credit facility is strictly restricted to 4 years from the execution date of this loan deed.,Loan Tenure
"Clause 31: A minimum threshold of INR 1,00,000 is required for making any advance prepayment against outstanding principal.",Prepayment
Terms and Conditions: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
Important Stipulation: Overdue monthly balances shall attract late payment charges at the rate of 30.0% per month until the default is fully cured.,Late Fee
The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
Mandatory Condition: Interest charges will accrue from the exact date of loan disbursement at the rate of 9.10% per annum.,Interest Rate
"A minimum threshold of INR 50,000 is required for making any advance prepayment against outstanding principal.",Prepayment
Section 4.6: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
The maturity date of the loan facility shall fall exactly 15 years following the initial drawdown timestamp.,Loan Tenure
Mandatory Condition: The effective annual percentage rate (APR) is calculated as 9.10% inclusive of all underlying margin spreads and capital charges.,Interest Rate
"General Obligation: Any enhancement in statutory stamp duty, GST, or government levies shall be borne entirely by the borrower without exception.",Tax
Mandatory Condition: The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
Clause 8: Any request for tenure extension beyond the contracted 180 months shall be subject to fresh credit underwriting.,Loan Tenure
The total tenure of the loan facility is sanctioned for a period of 180 months (15 years) from the disbursement date.,Loan Tenure
"Terms and Conditions: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
Clause 29: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
"Borrower Undertaking: The agreed repayment period is 240 calendar months, concluding on the formal maturity date.",Loan Tenure
"Mandatory Condition: Legal verification fee of INR 3,500 and technical valuation fees of INR 3,500 shall be recovered separately.",Hidden Charges
"Important Stipulation: The borrower covenants to pay 12 consecutive equated monthly installments of INR 68,200 without default.",EMI
"Mandatory Condition: A one-time file handling and login processing charge of Rs. 10,000 must be paid along with the application form submission.",Processing Fee
The Borrower shall obtain and maintain a comprehensive credit life and disability insurance policy covering 100% of the loan value.,Insurance
Section 18.6: The borrower agrees to renew the insurance coverage annually and submit proof of premium payment to the Lender 15 days before expiry.,Insurance
General Obligation: Breach of any financial covenant or negative pledge shall attract a liquidated damages penalty of 18.0% per annum.,Penalty
Section 3.7: Early closure and foreclosure of this commercial loan facility will attract a foreclosure compensation levy of 5.0%.,Foreclosure
"General Obligation: The processing fee of Rs. 1,500 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
Special Covenant: The Borrower shall pay simple interest at 18.00% during the initial moratorium period prior to principal amortization.,Interest Rate
Terms and Conditions: The borrower agrees to renew the insurance coverage annually and submit proof of premium payment to the Lender 15 days before expiry.,Insurance
"Important Stipulation: Monthly EMI payments of INR 12,400 must be serviced through an active National Automated Clearing House (NACH) mandate.",EMI
Terms and Conditions: A CIBIL credit report pull fee of Rs. 250 will be deducted from the customer's savings account during annual monitoring.,Hidden Charges
Special Covenant: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
Mandatory Condition: Breach of any financial covenant or negative pledge shall attract a liquidated damages penalty of 28.0% per annum.,Penalty
Important Stipulation: The duration of this credit facility is strictly restricted to 2 years from the execution date of this loan deed.,Loan Tenure
General Obligation: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
Section 17.9: An inspection and collateral re-valuation fee of Rs. 750 will be charged to the loan account every 3 years.,Hidden Charges
Terms and Conditions: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
Mandatory Condition: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
"Special Covenant: The processing fee of Rs. 4,500 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
"Clause 20: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
General Obligation: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Clause 16: A CIBIL credit report pull fee of Rs. 300 will be deducted from the customer's savings account during annual monitoring.,Hidden Charges
Clause 39: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
Terms and Conditions: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
"Clause 37: The Borrower shall pay an upfront loan processing charge of INR 2,999 plus applicable Goods and Services Tax (GST).",Processing Fee
"Special Covenant: In the event the loan sanction is cancelled by the borrower, the upfront processing fee of INR 10,000 shall remain non-refundable.",Processing Fee
"Section 27.5: The rate of interest chargeable shall be 12.00% p.a., subject to revision following Reserve Bank of India policy revisions.",Interest Rate
Any partial prepayment made within the lock-in period of 24 months shall attract a prepayment fee of 1.5%.,Prepayment
"Important Stipulation: A late fee of Rs. 1,000 will be debited to the borrower's loan account for every week the EMI payment remains overdue.",Late Fee
"Important Stipulation: A one-time file handling and login processing charge of Rs. 4,500 must be paid along with the application form submission.",Processing Fee
Section 11.9: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
General Obligation: The borrower agrees to renew the insurance coverage annually and submit proof of premium payment to the Lender 15 days before expiry.,Insurance
Section 31.9: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
"Mandatory Condition: Legal verification fee of INR 1,500 and technical valuation fees of INR 1,500 shall be recovered separately.",Hidden Charges
"Special Covenant: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
Clause 17: The loan agreement must be stamped with appropriate ad-valorem stamp duty as prescribed by the respective State Stamp Act.,Documentation
Section 4.2: A dishonor penalty of Rs. 650 shall be charged for every cheque or NACH debit returned unpaid due to insufficient funds.,Penalty
"Important Stipulation: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 750 plus 28.0% p.a. will be levied.",Late Fee
Clause 25: Any request for tenure extension beyond the contracted 36 months shall be subject to fresh credit underwriting.,Loan Tenure
Mandatory Condition: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
Terms and Conditions: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
"Borrower Undertaking: The Bank levies a sanction processing fee of 1.5% on the gross loan value, payable prior to loan agreement signing.",Processing Fee
"Section 17.4: A mandatory group loan protection insurance premium of INR 35,000 shall be debited and added to the principal balance.",Insurance
Special Covenant: A late fee of Rs. 500 will be debited to the borrower's loan account for every week the EMI payment remains overdue.,Late Fee
Special Covenant: The Borrower shall inform the Bank in writing within 14 calendar days of any change in residential address or employment.,Other
Clause 2: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
Mandatory Condition: The Borrower's credit score must be at least 780 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
"Mandatory Condition: The Borrower shall pay an upfront loan processing charge of INR 6,000 plus applicable Goods and Services Tax (GST).",Processing Fee
Terms and Conditions: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
"In the event the loan sanction is cancelled by the borrower, the upfront processing fee of INR 10,000 shall remain non-refundable.",Processing Fee
Mandatory Condition: An inspection and collateral re-valuation fee of Rs. 500 will be charged to the loan account every 3 years.,Hidden Charges
"General Obligation: Each monthly EMI of Rs. 85,000 shall be deducted automatically via electronic standing instruction from the designated bank account.",EMI
Clause 32: The borrower agrees to renew the insurance coverage annually and submit proof of premium payment to the Lender 15 days before expiry.,Insurance
Section 19.2: A ECS mandate bounce charge of INR 500 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
Special Covenant: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
"Mandatory Condition: Any enhancement in statutory stamp duty, GST, or government levies shall be borne entirely by the borrower without exception.",Tax
General Obligation: The Borrower shall obtain and maintain a comprehensive credit life and disability insurance policy covering 100% of the loan value.,Insurance
"Mandatory Condition: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 3.0% compounded monthly.,Late Fee
Clause 31: Overdue monthly balances shall attract late payment charges at the rate of 24.0% per month until the default is fully cured.,Late Fee
"Special Covenant: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
"General Obligation: In the event of permanent disability or death of the borrower, insurance proceeds shall be applied directly to liquidate outstanding debt.",Insurance
Section 18.2: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
"Mandatory Condition: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
"Section 44.4: A loan account reactivation fee of Rs. 3,500 will be applied if the loan account falls into inoperative dormant status.",Hidden Charges
Important Stipulation: Applicants must possess a minimum of 2 years continuous employment in the current organization or sector to qualify.,Eligibility
"Prepayment shall only be accepted in multiples of Rs. 50,000 and will be adjusted first towards overdue charges and then principal.",Prepayment
"Important Stipulation: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
Terms and Conditions: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
General Obligation: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
"Section 29.6: Any representation or warranty proving to be false or misleading will incur an immediate breach penalty of Rs. 5,000.",Penalty
General Obligation: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
Clause 33: The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
The duration of this credit facility is strictly restricted to 30 years from the execution date of this loan deed.,Loan Tenure
Special Covenant: The maturity date of the loan facility shall fall exactly 2 years following the initial drawdown timestamp.,Loan Tenure
Section 25.6: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Mandatory Condition: A penal interest rate of 24.0% per annum shall be charged on all overdue EMI payments for the exact period of delay.,Late Fee
"Special Covenant: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
Section 33.8: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
Important Stipulation: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
General Obligation: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 24.0% above regular interest rates.,Late Fee
"The processing fee of Rs. 10,000 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
"Mandatory Condition: A statement of account fee of Rs. 3,500 and interest certificate generation fee of Rs. 450 shall be levied.",Hidden Charges
"Mandatory Condition: A loan account reactivation fee of Rs. 1,500 will be applied if the loan account falls into inoperative dormant status.",Hidden Charges
"Mandatory Condition: A one-time file handling and login processing charge of Rs. 2,999 must be paid along with the application form submission.",Processing Fee
Mandatory Condition: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 36.0% compounded monthly.,Late Fee
"Mandatory Condition: Prepayment shall only be accepted in multiples of Rs. 25,000 and will be adjusted first towards overdue charges and then principal.",Prepayment
"General Obligation: Repayment shall be made by way of Equated Monthly Installments of INR 4,500 commencing from the month immediately following disbursement.",EMI
Borrower Undertaking: A reduction in the borrower's credit score below 750 grants the Lender the right to demand additional collateral security.,Credit Score
Clause 18: The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Mandatory Condition: The maturity date of the loan facility shall fall exactly 2 years following the initial drawdown timestamp.,Loan Tenure
The duration of this credit facility is strictly restricted to 2 years from the execution date of this loan deed.,Loan Tenure
"Important Stipulation: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
Terms and Conditions: A fixed annual interest rate of 18.00% shall be applicable for the entire tenure of the loan facility without any reset.,Interest Rate
"Clause 26: A non-refundable administrative processing fee of 1.0% of the sanctioned loan amount, subject to a minimum of Rs. 2,500, is payable.",Processing Fee
"A minimum threshold of INR 10,000 is required for making any advance prepayment against outstanding principal.",Prepayment
"Clause 44: Any representation or warranty proving to be false or misleading will incur an immediate breach penalty of Rs. 10,000.",Penalty
Clause 41: The borrower agrees to renew the insurance coverage annually and submit proof of premium payment to the Lender 15 days before expiry.,Insurance
General Obligation: Overdue monthly balances shall attract late payment charges at the rate of 28.0% per month until the default is fully cured.,Late Fee
"Clause 7: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
General Obligation: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
"Section 33.6: In the event the loan sanction is cancelled by the borrower, the upfront processing fee of INR 2,999 shall remain non-refundable.",Processing Fee
Clause 10: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
"An annual administrative account maintenance charge of Rs. 3,500 shall be debited every year on the anniversary date.",Hidden Charges
Mandatory Condition: The current applicable rate of interest is 11.50% p.a. comprising the benchmark repo rate of 6.00% plus a credit spread of 3.10%.,Interest Rate
Clause 1: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
"Any enhancement in statutory stamp duty, GST, or government levies shall be borne entirely by the borrower without exception.",Tax
"Section 30.4: The processing fee of Rs. 6,000 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
"Special Covenant: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 500 plus 18.0% p.a. will be levied.",Late Fee
Borrower Undertaking: The loan agreement remains legally binding for a term of 240 months or until all outstanding obligations are cleared.,Loan Tenure
"Section 2.7: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
General Obligation: A fixed annual interest rate of 8.75% shall be applicable for the entire tenure of the loan facility without any reset.,Interest Rate
"Mandatory Condition: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
Terms and Conditions: The loan shall be repaid over an amortization schedule spanning 30 years across 360 monthly installments.,Loan Tenure
"Borrower Undertaking: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 24.0%.",Penalty
Clause 31: A dishonor penalty of Rs. 450 shall be charged for every cheque or NACH debit returned unpaid due to insufficient funds.,Penalty
"In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 28.0%.",Penalty
"Clause 39: The Borrower shall pay an upfront loan processing charge of INR 10,000 plus applicable Goods and Services Tax (GST).",Processing Fee
"A one-time file handling and login processing charge of Rs. 1,500 must be paid along with the application form submission.",Processing Fee
"The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
"Mandatory Condition: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
General Obligation: The total tenure of the loan facility is sanctioned for a period of 12 months (1 years) from the disbursement date.,Loan Tenure
Terms and Conditions: Applicants must possess a minimum of 2 years continuous employment in the current organization or sector to qualify.,Eligibility
Mandatory Condition: A ECS mandate bounce charge of INR 450 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
Borrower Undertaking: All statutory levies and stamp duties payable on this agreement shall be deposited with the competent treasury authority.,Tax
Section 41.8: Breach of any financial covenant or negative pledge shall attract a liquidated damages penalty of 24.0% per annum.,Penalty
Section 39.9: Late fee calculation begins automatically at 00:01 AM on the day following the missed monthly payment deadline.,Late Fee
General Obligation: A certified salary slip stamped by the employer along with Form 16 must be provided prior to final disbursement release.,Documentation
Borrower Undertaking: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
"Borrower Undertaking: A loan account reactivation fee of Rs. 1,200 will be applied if the loan account falls into inoperative dormant status.",Hidden Charges
Important Stipulation: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
"Terms and Conditions: In the event the loan sanction is cancelled by the borrower, the upfront processing fee of INR 4,500 shall remain non-refundable.",Processing Fee
Terms and Conditions: The maturity date of the loan facility shall fall exactly 5 years following the initial drawdown timestamp.,Loan Tenure
"Mandatory Condition: The Lender shall report payment performance, defaults, and overdue status to all statutory Credit Information Companies monthly.",Credit Score
General Obligation: A statement of account fee of Rs. 750 and interest certificate generation fee of Rs. 300 shall be levied.,Hidden Charges
Section 20.2: A ECS mandate bounce charge of INR 450 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
Clause 14: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
Special Covenant: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 18.0% compounded monthly.,Late Fee
"A document retrieval and duplicate statement issuance fee of Rs. 1,200 plus taxes shall apply to each physical service request.",Hidden Charges
Section 4.4: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
"Terms and Conditions: A document retrieval and duplicate statement issuance fee of Rs. 2,500 plus taxes shall apply to each physical service request.",Hidden Charges
Special Covenant: The loan shall be repaid over an amortization schedule spanning 15 years across 180 monthly installments.,Loan Tenure
Mandatory Condition: The effective annual percentage rate (APR) is calculated as 13.50% inclusive of all underlying margin spreads and capital charges.,Interest Rate
Clause 18: A late fee of Rs. 500 will be debited to the borrower's loan account for every week the EMI payment remains overdue.,Late Fee
Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
Special Covenant: The duration of this credit facility is strictly restricted to 20 years from the execution date of this loan deed.,Loan Tenure
"General Obligation: Failure to submit annual income tax returns or financial statements within 90 days will result in a non-compliance penalty of Rs. 10,000.",Penalty
"Clause 35: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 28.0%.",Penalty
"The borrower covenants to pay 36 consecutive equated monthly installments of INR 28,450 without default.",EMI
"Section 10.4: Any representation or warranty proving to be false or misleading will incur an immediate breach penalty of Rs. 5,000.",Penalty
